Node1	Node2	Edge	support	conflict	snp_count	hg	path
3488	3489	2940	0	1	2940	C2a1a	1484
3489	3490	2941	0	8	2941	C2a1a2;C2a1a2a	1484
3490	3494	2949	0	8	2949	C2a1a2a~;C2a1a2a;C2a1a2a2	1484
3494	3501	2963	0	3	2963	C2a1a2a1~;C2a1a2a~	1484
3501	3507	2975	0	0	2975	C2a1a2a1a	1484
3507	3508	2976	0	2	2976	C2a1a2a1a1	1484
3508	1484	2977	0	4	2977		1484
2015	2016	1	0	0	0		1485
2016	2017	2	39	0	2	A1;A00;C1a2	1485
2017	2018	3	6	0	3	A1b	1485
2018	2019	4	0	37	4	R1a1;BT	1485
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1485
2020	2021	6	0	2	6	CF	1485
2021	3486	2936	0	39	2936	C	1485
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1485
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1485
3488	3489	2940	0	1	2940	C2a1a	1485
3489	3490	2941	0	8	2941	C2a1a2;C2a1a2a	1485
3490	3494	2949	0	8	2949	C2a1a2a~;C2a1a2a;C2a1a2a2	1485
3494	3501	2963	0	3	2963	C2a1a2a1~;C2a1a2a~	1485
3501	3507	2975	0	0	2975	C2a1a2a1a	1485
3507	3508	2976	0	2	2976	C2a1a2a1a1	1485
3508	3509	2978	0	0	2978	C2a1a2a1a1	1485
3509	1485	2979	0	3	2979	C2a1a2a1a1c~	1485
2015	2016	1	0	0	0		1486
2016	2017	2	39	0	2	A1;A00;C1a2	1486
2017	2018	3	6	0	3	A1b	1486
2018	2019	4	0	37	4	R1a1;BT	1486
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1486
2020	2021	6	0	2	6	CF	1486
2021	3486	2936	0	39	2936	C	1486
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1486
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1486
3488	3489	2940	0	1	2940	C2a1a	1486
3489	3490	2941	0	8	2941	C2a1a2;C2a1a2a	1486
3490	3494	2949	0	8	2949	C2a1a2a~;C2a1a2a;C2a1a2a2	1486
3494	3501	2963	0	3	2963	C2a1a2a1~;C2a1a2a~	1486
3501	3507	2975	0	0	2975	C2a1a2a1a	1486
3507	3508	2976	0	2	2976	C2a1a2a1a1	1486
3508	3509	2978	0	0	2978	C2a1a2a1a1	1486
3509	3510	2980	0	0	2980	C2a1a2a1a1a	1486
3510	1486	2981	0	2	2981	C2a1a2a1a1b~	1486
2015	2016	1	0	0	0		1487
2016	2017	2	39	0	2	A1;A00;C1a2	1487
2017	2018	3	6	0	3	A1b	1487
2018	2019	4	0	37	4	R1a1;BT	1487
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1487
2020	2021	6	0	2	6	CF	1487
2021	3486	2936	0	39	2936	C	1487
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1487
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1487
3488	3489	2940	0	1	2940	C2a1a	1487
3489	3490	2941	0	8	2941	C2a1a2;C2a1a2a	1487
3490	3494	2949	0	8	2949	C2a1a2a~;C2a1a2a;C2a1a2a2	1487
3494	3501	2963	0	3	2963	C2a1a2a1~;C2a1a2a~	1487
3501	3507	2975	0	0	2975	C2a1a2a1a	1487
3507	3508	2976	0	2	2976	C2a1a2a1a1	1487
3508	3509	2978	0	0	2978	C2a1a2a1a1	1487
3509	3510	2980	0	0	2980	C2a1a2a1a1a	1487
3510	3511	2982	0	0	0		1487
3511	1487	2983	0	2	2983		1487
2015	2016	1	0	0	0		1488
2016	2017	2	39	0	2	A1;A00;C1a2	1488
2017	2018	3	6	0	3	A1b	1488
2018	2019	4	0	37	4	R1a1;BT	1488
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1488
2020	2021	6	0	2	6	CF	1488
2021	3486	2936	0	39	2936	C	1488
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1488
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1488
3488	3489	2940	0	1	2940	C2a1a	1488
3489	3490	2941	0	8	2941	C2a1a2;C2a1a2a	1488
3490	3494	2949	0	8	2949	C2a1a2a~;C2a1a2a;C2a1a2a2	1488
3494	3501	2963	0	3	2963	C2a1a2a1~;C2a1a2a~	1488
3501	3507	2975	0	0	2975	C2a1a2a1a	1488
3507	3508	2976	0	2	2976	C2a1a2a1a1	1488
3508	3509	2978	0	0	2978	C2a1a2a1a1	1488
3509	3510	2980	0	0	2980	C2a1a2a1a1a	1488
3510	3511	2982	0	0	0		1488
3511	3512	2984	0	0	2984		1488
3512	1488	2985	0	2	2985		1488
2015	2016	1	0	0	0		1489
2016	2017	2	39	0	2	A1;A00;C1a2	1489
2017	2018	3	6	0	3	A1b	1489
2018	2019	4	0	37	4	R1a1;BT	1489
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1489
2020	2021	6	0	2	6	CF	1489
2021	3486	2936	0	39	2936	C	1489
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1489
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1489
3488	3489	2940	0	1	2940	C2a1a	1489
3489	3490	2941	0	8	2941	C2a1a2;C2a1a2a	1489
3490	3494	2949	0	8	2949	C2a1a2a~;C2a1a2a;C2a1a2a2	1489
3494	3501	2963	0	3	2963	C2a1a2a1~;C2a1a2a~	1489
3501	3507	2975	0	0	2975	C2a1a2a1a	1489
3507	3508	2976	0	2	2976	C2a1a2a1a1	1489
3508	3509	2978	0	0	2978	C2a1a2a1a1	1489
3509	3510	2980	0	0	2980	C2a1a2a1a1a	1489
3510	3511	2982	0	0	0		1489
3511	3512	2984	0	0	2984		1489
3512	1489	2986	0	2	2986		1489
2015	2016	1	0	0	0		1490
2016	2017	2	39	0	2	A1;A00;C1a2	1490
2017	2018	3	6	0	3	A1b	1490
2018	2019	4	0	37	4	R1a1;BT	1490
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1490
2020	2021	6	0	2	6	CF	1490
2021	3486	2936	0	39	2936	C	1490
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1490
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1490
3488	3489	2940	0	1	2940	C2a1a	1490
3489	3490	2941	0	8	2941	C2a1a2;C2a1a2a	1490
3490	3494	2949	0	8	2949	C2a1a2a~;C2a1a2a;C2a1a2a2	1490
3494	3501	2963	0	3	2963	C2a1a2a1~;C2a1a2a~	1490
3501	3507	2975	0	0	2975	C2a1a2a1a	1490
3507	1490	2987	0	3	2987	C2a1a2a1a2~	1490
2015	2016	1	0	0	0		1491
2016	2017	2	39	0	2	A1;A00;C1a2	1491
2017	2018	3	6	0	3	A1b	1491
2018	2019	4	0	37	4	R1a1;BT	1491
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1491
2020	2021	6	0	2	6	CF	1491
2021	3486	2936	0	39	2936	C	1491
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1491
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1491
3488	3489	2940	0	1	2940	C2a1a	1491
3489	3513	2988	0	0	0		1491
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1491
3514	3515	2990	0	9	2990	C2a1a3b~;C2a1a3a1e2	1491
3515	1491	2991	0	0	2991		1491
2015	2016	1	0	0	0		1492
2016	2017	2	39	0	2	A1;A00;C1a2	1492
2017	2018	3	6	0	3	A1b	1492
2018	2019	4	0	37	4	R1a1;BT	1492
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1492
2020	2021	6	0	2	6	CF	1492
2021	3486	2936	0	39	2936	C	1492
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1492
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1492
3488	3489	2940	0	1	2940	C2a1a	1492
3489	3513	2988	0	0	0		1492
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1492
3514	3515	2990	0	9	2990	C2a1a3b~;C2a1a3a1e2	1492
3515	1492	2992	0	3	2992		1492
2015	2016	1	0	0	0		1493
2016	2017	2	39	0	2	A1;A00;C1a2	1493
2017	2018	3	6	0	3	A1b	1493
2018	2019	4	0	37	4	R1a1;BT	1493
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1493
2020	2021	6	0	2	6	CF	1493
2021	3486	2936	0	39	2936	C	1493
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1493
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1493
3488	3489	2940	0	1	2940	C2a1a	1493
3489	3513	2988	0	0	0		1493
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1493
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1493
3516	3517	2994	0	1	2994	A00	1493
3517	1493	2995	0	6	2995	C2a1a3a6a;I1a1b1b1a1a~	1493
2015	2016	1	0	0	0		1494
2016	2017	2	39	0	2	A1;A00;C1a2	1494
2017	2018	3	6	0	3	A1b	1494
2018	2019	4	0	37	4	R1a1;BT	1494
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1494
2020	2021	6	0	2	6	CF	1494
2021	3486	2936	0	39	2936	C	1494
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1494
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1494
3488	3489	2940	0	1	2940	C2a1a	1494
3489	3513	2988	0	0	0		1494
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1494
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1494
3516	3517	2994	0	1	2994	A00	1494
3517	3518	2996	0	0	0		1494
3518	1494	2997	0	0	2997	C2a1a3a6b	1494
2015	2016	1	0	0	0		1495
2016	2017	2	39	0	2	A1;A00;C1a2	1495
2017	2018	3	6	0	3	A1b	1495
2018	2019	4	0	37	4	R1a1;BT	1495
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1495
2020	2021	6	0	2	6	CF	1495
2021	3486	2936	0	39	2936	C	1495
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1495
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1495
3488	3489	2940	0	1	2940	C2a1a	1495
3489	3513	2988	0	0	0		1495
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1495
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1495
3516	3517	2994	0	1	2994	A00	1495
3517	3518	2996	0	0	0		1495
3518	1495	2998	0	1	2998		1495
2015	2016	1	0	0	0		1496
2016	2017	2	39	0	2	A1;A00;C1a2	1496
2017	2018	3	6	0	3	A1b	1496
2018	2019	4	0	37	4	R1a1;BT	1496
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1496
2020	2021	6	0	2	6	CF	1496
2021	3486	2936	0	39	2936	C	1496
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1496
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1496
3488	3489	2940	0	1	2940	C2a1a	1496
3489	3513	2988	0	0	0		1496
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1496
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1496
3516	3519	2999	0	0	0		1496
3519	1496	3000	0	2	3000	C2a1a3d~	1496
2015	2016	1	0	0	0		1497
2016	2017	2	39	0	2	A1;A00;C1a2	1497
2017	2018	3	6	0	3	A1b	1497
2018	2019	4	0	37	4	R1a1;BT	1497
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1497
2020	2021	6	0	2	6	CF	1497
2021	3486	2936	0	39	2936	C	1497
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1497
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1497
3488	3489	2940	0	1	2940	C2a1a	1497
3489	3513	2988	0	0	0		1497
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1497
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1497
3516	3519	2999	0	0	0		1497
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1497
3520	3521	3002	0	1	3002	C2a1a3a1g~	1497
3521	1497	3003	0	1	3003		1497
2015	2016	1	0	0	0		1498
2016	2017	2	39	0	2	A1;A00;C1a2	1498
2017	2018	3	6	0	3	A1b	1498
2018	2019	4	0	37	4	R1a1;BT	1498
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1498
2020	2021	6	0	2	6	CF	1498
2021	3486	2936	0	39	2936	C	1498
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1498
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1498
3488	3489	2940	0	1	2940	C2a1a	1498
3489	3513	2988	0	0	0		1498
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1498
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1498
3516	3519	2999	0	0	0		1498
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1498
3520	3521	3002	0	1	3002	C2a1a3a1g~	1498
3521	1498	3004	0	2	3004	C2a1a3a1g1~;C2a1a3c~	1498
2015	2016	1	0	0	0		1499
2016	2017	2	39	0	2	A1;A00;C1a2	1499
2017	2018	3	6	0	3	A1b	1499
2018	2019	4	0	37	4	R1a1;BT	1499
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1499
2020	2021	6	0	2	6	CF	1499
2021	3486	2936	0	39	2936	C	1499
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1499
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1499
3488	3489	2940	0	1	2940	C2a1a	1499
3489	3513	2988	0	0	0		1499
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1499
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1499
3516	3519	2999	0	0	0		1499
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1499
3520	3522	3005	0	0	3005	C2a1a3a1	1499
3522	3523	3006	0	1	3006	C2a1a3a1b~	1499
3523	3524	3007	0	0	0		1499
3524	3525	3008	0	0	3008		1499
3525	1499	3009	0	1	3009		1499
2015	2016	1	0	0	0		1500
2016	2017	2	39	0	2	A1;A00;C1a2	1500
2017	2018	3	6	0	3	A1b	1500
2018	2019	4	0	37	4	R1a1;BT	1500
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1500
2020	2021	6	0	2	6	CF	1500
2021	3486	2936	0	39	2936	C	1500
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1500
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1500
3488	3489	2940	0	1	2940	C2a1a	1500
3489	3513	2988	0	0	0		1500
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1500
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1500
3516	3519	2999	0	0	0		1500
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1500
3520	3522	3005	0	0	3005	C2a1a3a1	1500
3522	3523	3006	0	1	3006	C2a1a3a1b~	1500
3523	3524	3007	0	0	0		1500
3524	3525	3008	0	0	3008		1500
3525	1500	3010	0	1	3010		1500
2015	2016	1	0	0	0		1501
2016	2017	2	39	0	2	A1;A00;C1a2	1501
2017	2018	3	6	0	3	A1b	1501
2018	2019	4	0	37	4	R1a1;BT	1501
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1501
2020	2021	6	0	2	6	CF	1501
2021	3486	2936	0	39	2936	C	1501
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1501
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1501
3488	3489	2940	0	1	2940	C2a1a	1501
3489	3513	2988	0	0	0		1501
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1501
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1501
3516	3519	2999	0	0	0		1501
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1501
3520	3522	3005	0	0	3005	C2a1a3a1	1501
3522	3523	3006	0	1	3006	C2a1a3a1b~	1501
3523	3524	3007	0	0	0		1501
3524	3526	3011	0	0	0		1501
3526	1501	3012	0	0	3012		1501
2015	2016	1	0	0	0		1502
2016	2017	2	39	0	2	A1;A00;C1a2	1502
2017	2018	3	6	0	3	A1b	1502
2018	2019	4	0	37	4	R1a1;BT	1502
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1502
2020	2021	6	0	2	6	CF	1502
2021	3486	2936	0	39	2936	C	1502
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1502
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1502
3488	3489	2940	0	1	2940	C2a1a	1502
3489	3513	2988	0	0	0		1502
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1502
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1502
3516	3519	2999	0	0	0		1502
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1502
3520	3522	3005	0	0	3005	C2a1a3a1	1502
3522	3523	3006	0	1	3006	C2a1a3a1b~	1502
3523	3524	3007	0	0	0		1502
3524	3526	3011	0	0	0		1502
3526	1502	3013	0	0	3013		1502
2015	2016	1	0	0	0		1503
2016	2017	2	39	0	2	A1;A00;C1a2	1503
2017	2018	3	6	0	3	A1b	1503
2018	2019	4	0	37	4	R1a1;BT	1503
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1503
2020	2021	6	0	2	6	CF	1503
2021	3486	2936	0	39	2936	C	1503
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1503
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1503
3488	3489	2940	0	1	2940	C2a1a	1503
3489	3513	2988	0	0	0		1503
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1503
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1503
3516	3519	2999	0	0	0		1503
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1503
3520	3522	3005	0	0	3005	C2a1a3a1	1503
3522	3523	3006	0	1	3006	C2a1a3a1b~	1503
3523	1503	3014	0	3	3014		1503
2015	2016	1	0	0	0		1504
2016	2017	2	39	0	2	A1;A00;C1a2	1504
2017	2018	3	6	0	3	A1b	1504
2018	2019	4	0	37	4	R1a1;BT	1504
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1504
2020	2021	6	0	2	6	CF	1504
2021	3486	2936	0	39	2936	C	1504
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1504
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1504
3488	3489	2940	0	1	2940	C2a1a	1504
3489	3513	2988	0	0	0		1504
3513	3514	2989	0	13	2989	C2a1a3;C2a1a3a6a1b~	1504
3514	3516	2993	0	1	2993	C2a1a3a;C2a1a3a1~	1504
3516	3519	2999	0	0	0		1504
3519	3520	3001	0	3	3001	C2a1a3a1~;C2a1a3a1	1504
3520	3522	3005	0	0	3005	C2a1a3a1	1504
3522	1504	3015	0	1	3015	C2a1a3a1a1~;C2a1a3a1a~	1504
2015	2016	1	0	0	0		1505
2016	2017	2	39	0	2	A1;A00;C1a2	1505
2017	2018	3	6	0	3	A1b	1505
2018	2019	4	0	37	4	R1a1;BT	1505
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1505
2020	2021	6	0	2	6	CF	1505
2021	3486	2936	0	39	2936	C	1505
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1505
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1505
3488	3489	2940	0	1	2940	C2a1a	1505
3489	3513	2988	0	0	0		1505
3513	3527	3016	0	1	3016	C2a1a1;C2a1a1b	1505
3527	1505	3017	0	21	3017	C2a1a1b2~;A00	1505
2015	2016	1	0	0	0		1506
2016	2017	2	39	0	2	A1;A00;C1a2	1506
2017	2018	3	6	0	3	A1b	1506
2018	2019	4	0	37	4	R1a1;BT	1506
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1506
2020	2021	6	0	2	6	CF	1506
2021	3486	2936	0	39	2936	C	1506
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1506
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1506
3488	3489	2940	0	1	2940	C2a1a	1506
3489	3513	2988	0	0	0		1506
3513	3527	3016	0	1	3016	C2a1a1;C2a1a1b	1506
3527	3528	3018	0	12	3018	C2a1a1b1;C2a1a1b1a2b~	1506
3528	1506	3019	0	12	3019	C2a1a1b1b;C2a1a1b1b1	1506
2015	2016	1	0	0	0		1507
2016	2017	2	39	0	2	A1;A00;C1a2	1507
2017	2018	3	6	0	3	A1b	1507
2018	2019	4	0	37	4	R1a1;BT	1507
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1507
2020	2021	6	0	2	6	CF	1507
2021	3486	2936	0	39	2936	C	1507
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1507
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1507
3488	3489	2940	0	1	2940	C2a1a	1507
3489	3513	2988	0	0	0		1507
3513	3527	3016	0	1	3016	C2a1a1;C2a1a1b	1507
3527	3528	3018	0	12	3018	C2a1a1b1;C2a1a1b1a2b~	1507
3528	3529	3020	0	2	3020	C2a1a1b1a;C2a1a1b1a~	1507
3529	1507	3021	0	7	3021	C2a1a1b1a1;C2a1a1b1a1a~;D2;J1a2a1a2d2b2b2c4d2a2a1~	1507
2015	2016	1	0	0	0		1508
2016	2017	2	39	0	2	A1;A00;C1a2	1508
2017	2018	3	6	0	3	A1b	1508
2018	2019	4	0	37	4	R1a1;BT	1508
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1508
2020	2021	6	0	2	6	CF	1508
2021	3486	2936	0	39	2936	C	1508
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1508
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1508
3488	3489	2940	0	1	2940	C2a1a	1508
3489	3513	2988	0	0	0		1508
3513	3527	3016	0	1	3016	C2a1a1;C2a1a1b	1508
3527	3528	3018	0	12	3018	C2a1a1b1;C2a1a1b1a2b~	1508
3528	3529	3020	0	2	3020	C2a1a1b1a;C2a1a1b1a~	1508
3529	3530	3022	0	2	3022	C2a1a1b1a2	1508
3530	1508	3023	0	10	3023	C2a1a1b1a2b~;C2a1a1b1a2	1508
2015	2016	1	0	0	0		1509
2016	2017	2	39	0	2	A1;A00;C1a2	1509
2017	2018	3	6	0	3	A1b	1509
2018	2019	4	0	37	4	R1a1;BT	1509
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	1509
2020	2021	6	0	2	6	CF	1509
2021	3486	2936	0	39	2936	C	1509
3486	3487	2937	0	16	2937	C2;C2b~;C;R1b1a1b1a1a2c1a1a1a1a1e~;O2a2a1a1b2b2b1a	1509
3487	3488	2938	0	18	2938	C2a;C2a1a;C2a1;C2a1a1b1a2b~	1509
3488	3489	2940	0	1	2940	C2a1a	1509
3489	3513	2988	0	0	0		1509
3513	3527	3016	0	1	3016	C2a1a1;C2a1a1b	1509
3527	3528	3018	0	12	3018	C2a1a1b1;C2a1a1b1a2b~	1509
3528	3529	3020	0	2	3020	C2a1a1b1a;C2a1a1b1a~	1509
3529	3530	3022	0	2	3022	C2a1a1b1a2	1509
3530	3531	3024	0	1	3024	C2a1a1b1a2a	1509
3531	1509	3025	0	4	3025	G;E	1509
2015	2016	1	0	0	0		1510
